Stimulus,Lexicality,Length,Subtokens,Num_Splits,Wordiness,Reading_Time,Accuracy
amwere,N,6,"['Ġam', 'w', 'ere']",2,0.5,552.92,1.0
amwight,N,7,"['Ġam', 'w', 'ight']",2,0.57,643.36,0.98
anacs,N,5,"['Ġan', 'ac', 's']",2,0.4,563.15,1.0
anains,N,6,"['Ġan', 'ains']",1,0.67,580.15,1.0
anarms,N,6,"['Ġan', 'arm', 's']",2,0.5,597.6,1.0
anbet,N,5,"['Ġan', 'b', 'et']",2,0.4,561.84,1.0
anbrams,N,7,"['Ġan', 'b', 'ram', 's']",3,0.43,565.28,1.0
anceards,N,8,"['Ġan', 'ce', 'ards']",2,0.62,597.85,1.0
anced,N,5,"['Ġan', 'ced']",1,0.6,628.86,0.92
anch,N,4,['Ġanch'],0,0.75,661.16,0.87
ancher,N,6,"['Ġan', 'cher']",1,0.67,801.05,0.63
anches,N,6,"['Ġan', 'ches']",1,0.67,694.43,0.92
anchpays,N,8,"['Ġanch', 'p', 'ays']",2,0.62,619.68,1.0
anchta,N,6,"['Ġanch', 't', 'a']",2,0.5,587.97,1.0
ancilled,N,8,"['Ġan', 'c', 'illed']",2,0.62,652.92,0.97
ancing,N,6,"['Ġan', 'cing']",1,0.67,645.23,0.92
ancoose,N,7,"['Ġan', 'co', 'ose']",2,0.57,564.13,0.98
ancs,N,4,"['Ġan', 'c', 's']",2,0.25,578.47,1.0
ancy,N,4,"['Ġan', 'cy']",1,0.5,613.0,1.0
andas,N,5,"['Ġand', 'as']",1,0.6,592.46,0.98
andow,N,5,"['Ġand', 'ow']",1,0.6,576.38,0.98
andrar,N,6,"['Ġand', 'r', 'ar']",2,0.5,596.87,1.0
andrars,N,7,"['Ġand', 'r', 'ars']",2,0.57,598.88,1.0
anea,N,4,"['Ġan', 'ea']",1,0.5,597.5,0.98
aneat,N,5,"['Ġan', 'e', 'at']",2,0.4,561.33,1.0
aneau,N,5,"['Ġan', 'e', 'au']",2,0.4,545.15,1.0
anebome,N,7,"['Ġan', 'eb', 'ome']",2,0.57,598.42,1.0
aned,N,4,"['Ġan', 'ed']",1,0.5,584.64,0.99
anemns,N,6,"['Ġan', 'em', 'ns']",2,0.5,656.53,1.0
aner,N,4,"['Ġan', 'er']",1,0.5,587.95,1.0
anfals,N,6,"['Ġan', 'f', 'als']",2,0.5,613.85,0.98
anfol,N,5,"['Ġan', 'f', 'ol']",2,0.4,566.85,1.0
angder,N,6,"['Ġang', 'der']",1,0.67,618.74,1.0
angders,N,7,"['Ġang', 'd', 'ers']",2,0.57,593.37,1.0
angdete,N,7,"['Ġang', 'd', 'et', 'e']",3,0.43,607.63,1.0
angeing,N,7,"['Ġan', 'ge', 'ing']",2,0.57,827.3,0.95
angies,N,6,"['Ġang', 'ies']",1,0.67,658.76,0.9
angkill,N,7,"['Ġang', 'k', 'ill']",2,0.57,550.6,1.0
angrired,N,8,"['Ġang', 'ri', 'red']",2,0.62,638.17,1.0
angsits,N,7,"['Ġang', 's', 'its']",2,0.57,645.9,1.0
anguals,N,7,"['Ġang', 'ual', 's']",2,0.57,635.71,0.95
anid,N,4,"['Ġan', 'id']",1,0.5,641.58,1.0
anire,N,5,"['Ġan', 'ire']",1,0.6,579.66,1.0
anired,N,6,"['Ġan', 'ired']",1,0.67,622.26,1.0
ankhiles,N,8,"['Ġank', 'h', 'iles']",2,0.62,633.51,1.0
ankicks,N,7,"['Ġank', 'icks']",1,0.71,669.68,1.0
anks,N,4,"['Ġan', 'ks']",1,0.5,625.53,0.95
annaled,N,7,"['Ġan', 'nal', 'ed']",2,0.57,716.23,0.85
annalked,N,8,"['Ġann', 'alk', 'ed']",2,0.62,614.29,1.0
annatched,N,9,"['Ġann', 'at', 'ched']",2,0.67,648.52,1.0
annaws,N,6,"['Ġann', 'aw', 's']",2,0.5,571.41,1.0
anned,N,5,"['Ġann', 'ed']",1,0.6,644.95,0.97
anneived,N,8,"['Ġan', 'ne', 'ived']",2,0.62,605.25,0.97
annise,N,6,"['Ġann', 'ise']",1,0.67,634.22,0.84
anob,N,4,"['Ġan', 'ob']",1,0.5,654.81,0.95
anom,N,4,"['Ġan', 'om']",1,0.5,679.29,0.85
anopt,N,5,"['Ġan', 'opt']",1,0.6,568.88,1.0
anote,N,5,"['Ġan', 'ote']",1,0.6,752.79,0.8
ansham,N,6,"['Ġan', 'sh', 'am']",2,0.5,626.86,0.97
anshrix,N,7,"['Ġan', 'sh', 'rix']",2,0.57,615.65,1.0
anslipt,N,7,"['Ġan', 's', 'li', 'pt']",3,0.43,590.35,1.0
ansshome,N,8,"['Ġan', 's', 'sh', 'ome']",3,0.5,652.03,1.0
anst,N,4,"['Ġan', 'st']",1,0.5,671.32,0.89
ansus,N,5,"['Ġan', 's', 'us']",2,0.4,702.74,0.95
ansuy,N,5,"['Ġan', 's', 'uy']",2,0.4,532.27,0.97
ansved,N,6,"['Ġan', 's', 'ved']",2,0.5,574.35,1.0
answens,N,7,"['Ġansw', 'ens']",1,0.71,646.2,0.95
antail,N,6,"['Ġant', 'ail']",1,0.67,669.06,0.95
antalves,N,8,"['Ġant', 'al', 'ves']",2,0.62,623.03,1.0
antarme,N,7,"['Ġant', 'arm', 'e']",2,0.57,558.92,1.0
antaxe,N,6,"['Ġant', 'ax', 'e']",2,0.5,602.78,0.97
antaxed,N,7,"['Ġant', 'ax', 'ed']",2,0.57,602.08,1.0
antay,N,5,"['Ġant', 'ay']",1,0.6,637.92,1.0
anteging,N,8,"['Ġan', 'te', 'ging']",2,0.62,624.65,1.0
anthel,N,6,"['Ġan', 'the', 'l']",2,0.5,680.03,1.0
anthorse,N,8,"['Ġan', 'th', 'orse']",2,0.62,667.59,0.97
antiss,N,6,"['Ġant', 'iss']",1,0.67,630.03,0.95
antleres,N,8,"['Ġant', 'le', 'res']",2,0.62,794.41,0.92
antox,N,5,"['Ġant', 'ox']",1,0.6,593.64,0.98
antu,N,4,"['Ġant', 'u']",1,0.5,535.37,1.0
antyl,N,5,"['Ġan', 'ty', 'l']",2,0.4,578.11,1.0
anun,N,4,"['Ġan', 'un']",1,0.5,673.9,0.88
anveashed,N,9,"['Ġan', 've', 'ashed']",2,0.67,669.89,1.0
anvend,N,6,"['Ġan', 'v', 'end']",2,0.5,600.71,1.0
anvy,N,4,"['Ġan', 'vy']",1,0.5,668.65,0.98
anwot,N,5,"['Ġan', 'w', 'ot']",2,0.4,566.29,1.0
anx,N,3,['Ġanx'],0,0.67,604.81,0.97
anyne,N,5,"['Ġany', 'ne']",1,0.6,541.69,1.0
aoade,N,5,"['Ġa', 'o', 'ade']",2,0.4,562.75,1.0
aoers,N,5,"['Ġa', 'o', 'ers']",2,0.4,547.25,1.0
aoft,N,4,"['Ġa', 'o', 'ft']",2,0.25,601.39,1.0
aouse,N,5,"['Ġa', 'ouse']",1,0.6,630.86,0.97
apeard,N,6,"['Ġap', 'ear', 'd']",2,0.5,675.76,0.92
apeeve,N,6,"['Ġap', 'ee', 've']",2,0.5,595.31,0.97
aper,N,4,"['Ġa', 'per']",1,0.5,556.77,1.0
apests,N,6,"['Ġap', 'ests']",1,0.67,662.09,0.97
apevouse,N,8,"['Ġap', 'ev', 'ouse']",2,0.62,604.05,1.0
apeze,N,5,"['Ġap', 'e', 'ze']",2,0.4,628.27,0.92
aphed,N,5,"['Ġap', 'hed']",1,0.6,553.11,0.95
aphoot,N,6,"['Ġa', 'ph', 'oot']",2,0.5,544.51,1.0
aphs,N,4,"['Ġa', 'ph', 's']",2,0.25,641.54,1.0
apile,N,5,"['Ġap', 'ile']",1,0.6,654.91,0.95
apille,N,6,"['Ġap', 'ille']",1,0.67,570.84,0.98
apine,N,5,"['Ġap', 'ine']",1,0.6,663.74,0.89
apips,N,5,"['Ġap', 'ips']",1,0.6,570.35,1.0
aplol,N,5,"['Ġa', 'pl', 'ol']",2,0.4,505.7,1.0
apock,N,5,"['Ġap', 'ock']",1,0.6,585.87,1.0
apose,N,5,"['Ġap', 'ose']",1,0.6,638.48,0.7
appalves,N,8,"['Ġapp', 'al', 'ves']",2,0.62,653.76,1.0
apper,N,5,"['Ġapp', 'er']",1,0.6,648.18,0.92
appers,N,6,"['Ġapp', 'ers']",1,0.67,715.67,0.82
appiant,N,7,"['Ġapp', 'iant']",1,0.71,638.27,0.95
appiene,N,7,"['Ġapp', 'i', 'ene']",2,0.57,557.76,0.97
appiened,N,8,"['Ġapp', 'i', 'ened']",2,0.62,662.82,1.0
appins,N,6,"['Ġapp', 'ins']",1,0.67,615.82,1.0
appleams,N,8,"['Ġapple', 'ams']",1,0.75,598.87,0.98
appliene,N,8,"['Ġappl', 'i', 'ene']",2,0.62,647.8,1.0
appoomed,N,8,"['Ġapp', 'oom', 'ed']",2,0.62,637.47,1.0
appoose,N,7,"['Ġapp', 'o', 'ose']",2,0.57,665.57,0.92
apprale,N,7,"['Ġapp', 'ral', 'e']",2,0.57,618.38,0.97
apprarns,N,8,"['Ġapp', 'r', 'arn', 's']",3,0.5,605.84,1.0
apprimed,N,8,"['Ġapp', 'rim', 'ed']",2,0.62,626.63,0.98
apprombed,N,9,"['Ġapp', 'rom', 'bed']",2,0.67,644.66,0.98
approste,N,8,"['Ġappro', 'ste']",1,0.75,732.66,0.95
apshosed,N,8,"['Ġap', 'sh', 'osed']",2,0.62,641.74,1.0
apsteach,N,8,"['Ġap', 'ste', 'ach']",2,0.62,604.46,1.0
apsteached,N,10,"['Ġap', 'ste', 'ached']",2,0.7,671.71,1.0
apstide,N,7,"['Ġap', 'st', 'ide']",2,0.57,595.46,1.0
aptign,N,6,"['Ġa', 'pt', 'ign']",2,0.5,583.29,1.0
aptile,N,6,"['Ġa', 'pt', 'ile']",2,0.5,686.85,0.98
aptives,N,7,"['Ġa', 'pt', 'ives']",2,0.57,644.86,1.0
apwra,N,5,"['Ġap', 'w', 'ra']",2,0.4,556.18,1.0
aqu,N,3,['Ġaqu'],0,0.67,580.56,1.0
arains,N,6,"['Ġa', 'ra', 'ins']",2,0.5,617.3,1.0
arayed,N,6,"['Ġa', 'ray', 'ed']",2,0.5,709.97,0.79
arbect,N,6,"['Ġar', 'b', 'ect']",2,0.5,575.03,0.98
arbered,N,7,"['Ġar', 'b', 'ered']",2,0.57,672.8,0.95
arberns,N,7,"['Ġar', 'ber', 'ns']",2,0.57,623.78,1.0
arbers,N,6,"['Ġar', 'bers']",1,0.67,582.85,0.89
arbing,N,6,"['Ġar', 'bing']",1,0.67,614.52,1.0
arbyes,N,6,"['Ġar', 'by', 'es']",2,0.5,539.63,1.0
archdims,N,8,"['Ġarch', 'd', 'im', 's']",3,0.5,645.42,1.0
ardorn,N,6,"['Ġar', 'd', 'orn']",2,0.5,628.52,0.72
ardstice,N,8,"['Ġar', 'd', 'st', 'ice']",3,0.5,666.7,1.0
arecand,N,7,"['Ġare', 'c', 'and']",2,0.57,587.05,1.0
arecands,N,8,"['Ġare', 'c', 'ands']",2,0.62,651.9,1.0
arecul,N,6,"['Ġare', 'cul']",1,0.67,541.35,1.0
arehorse,N,8,"['Ġare', 'hor', 'se']",2,0.62,754.03,0.97
arends,N,6,"['Ġare', 'nd', 's']",2,0.5,652.08,0.97
arfed,N,5,"['Ġar', 'f', 'ed']",2,0.4,599.14,1.0
arge,N,4,"['Ġar', 'ge']",1,0.5,701.42,0.85
argly,N,5,"['Ġarg', 'ly']",1,0.6,699.68,0.95
argops,N,6,"['Ġarg', 'ops']",1,0.67,578.28,1.0
arick,N,5,"['Ġar', 'ick']",1,0.6,580.79,1.0
arine,N,5,"['Ġar', 'ine']",1,0.6,677.1,1.0
arir,N,4,"['Ġar', 'ir']",1,0.5,566.44,0.98
arldess,N,7,"['Ġar', 'ld', 'ess']",2,0.57,604.24,1.0
arlect,N,6,"['Ġar', 'lect']",1,0.67,620.38,1.0
arls,N,4,"['Ġar', 'ls']",1,0.5,554.13,1.0
armbile,N,7,"['Ġarm', 'b', 'ile']",2,0.57,652.84,0.95
armhols,N,7,"['Ġarm', 'h', 'ols']",2,0.57,687.86,0.92
armiage,N,7,"['Ġarm', 'i', 'age']",2,0.57,701.26,0.92
armioned,N,8,"['Ġarm', 'ioned']",1,0.75,645.58,0.98
armth,N,5,"['Ġarm', 'th']",1,0.6,622.36,0.9
arnouns,N,7,"['Ġar', 'n', 'oun', 's']",3,0.43,581.34,0.95
arnows,N,6,"['Ġar', 'now', 's']",2,0.5,591.79,1.0
arorse,N,6,"['Ġar', 'orse']",1,0.67,725.09,0.97
arort,N,5,"['Ġar', 'ort']",1,0.6,631.15,1.0
arosed,N,6,"['Ġa', 'ros', 'ed']",2,0.5,828.65,0.68
aroves,N,6,"['Ġa', 'ro', 'ves']",2,0.5,596.44,0.98
arows,N,5,"['Ġa', 'rows']",1,0.6,713.32,0.87
arpan,N,5,"['Ġar', 'pan']",1,0.6,560.28,0.98
arpode,N,6,"['Ġar', 'p', 'ode']",2,0.5,579.86,1.0
arpodes,N,7,"['Ġar', 'p', 'odes']",2,0.57,580.49,1.0
arpone,N,6,"['Ġar', 'p', 'one']",2,0.5,615.79,1.0
arque,N,5,"['Ġar', 'que']",1,0.6,678.84,0.98
arraps,N,6,"['Ġar', 'rap', 's']",2,0.5,620.95,1.0
arreged,N,7,"['Ġar', 're', 'ged']",2,0.57,654.03,0.98
arrells,N,7,"['Ġar', 'rell', 's']",2,0.57,556.35,1.0
arrops,N,6,"['Ġar', 'rop', 's']",2,0.5,639.55,1.0
arrord,N,6,"['Ġarr', 'ord']",1,0.67,600.18,0.98
arrorned,N,8,"['Ġarr', 'orn', 'ed']",2,0.62,653.92,0.98
arrose,N,6,"['Ġar', 'rose']",1,0.67,664.38,0.34
arrotte,N,7,"['Ġar', 'rot', 'te']",2,0.57,547.45,1.0
arrouched,N,9,"['Ġar', 'rou', 'ched']",2,0.67,652.03,0.92
arroved,N,7,"['Ġar', 'ro', 'ved']",2,0.57,826.38,0.68
arrs,N,4,"['Ġar', 'rs']",1,0.5,553.46,0.97
arrudes,N,7,"['Ġarr', 'ud', 'es']",2,0.57,672.08,0.95
arrume,N,6,"['Ġarr', 'ume']",1,0.67,608.23,1.0
arrure,N,6,"['Ġarr', 'ure']",1,0.67,695.29,0.92
arsebile,N,8,"['Ġar', 'se', 'b', 'ile']",3,0.5,680.39,0.97
arser,N,5,"['Ġar', 's', 'er']",2,0.4,706.86,0.92
arsher,N,6,"['Ġar', 's', 'her']",2,0.5,654.84,0.95
arshers,N,7,"['Ġar', 's', 'hers']",2,0.57,646.7,0.98
arshes,N,6,"['Ġar', 's', 'hes']",2,0.5,792.03,0.89
arsows,N,6,"['Ġar', 's', 'ows']",2,0.5,643.73,0.97
arste,N,5,"['Ġar', 'ste']",1,0.6,575.51,1.0
arstered,N,8,"['Ġar', 'st', 'ered']",2,0.62,681.15,0.98
arsters,N,7,"['Ġar', 'sters']",1,0.71,665.76,1.0
arsye,N,5,"['Ġar', 'sy', 'e']",2,0.4,595.71,1.0
artache,N,7,"['Ġart', 'ache']",1,0.71,733.71,0.97
artalves,N,8,"['Ġart', 'al', 'ves']",2,0.62,602.15,1.0
artbrace,N,8,"['Ġart', 'bra', 'ce']",2,0.62,686.87,1.0
artbreed,N,8,"['Ġart', 'bre', 'ed']",2,0.62,660.0,0.97
artbrow,N,7,"['Ġart', 'b', 'row']",2,0.57,670.31,0.97
artcase,N,7,"['Ġart', 'case']",1,0.71,781.81,0.84
artered,N,7,"['Ġart', 'ered']",1,0.71,670.14,0.95
arters,N,6,"['Ġar', 'ters']",1,0.67,595.26,0.9
artlack,N,7,"['Ġart', 'lack']",1,0.71,604.63,1.0
artlacks,N,8,"['Ġart', 'l', 'acks']",2,0.62,621.32,0.95
artle,N,5,"['Ġart', 'le']",1,0.6,678.59,0.92
artled,N,6,"['Ġart', 'led']",1,0.67,648.44,0.95
artler,N,6,"['Ġart', 'ler']",1,0.67,701.08,1.0
artlers,N,7,"['Ġart', 'lers']",1,0.71,769.84,0.98
artles,N,6,"['Ġart', 'les']",1,0.67,654.94,0.92
artling,N,7,"['Ġart', 'ling']",1,0.71,674.35,0.92
artlists,N,8,"['Ġart', 'l', 'ists']",2,0.62,844.84,0.89
artmall,N,7,"['Ġart', 'mall']",1,0.71,622.21,1.0
artnent,N,7,"['Ġart', 'n', 'ent']",2,0.57,629.03,1.0
artnents,N,8,"['Ġart', 'n', 'ents']",2,0.62,587.48,1.0
artnun,N,6,"['Ġart', 'n', 'un']",2,0.5,573.51,1.0
artnuns,N,7,"['Ġart', 'n', 'uns']",2,0.57,588.69,1.0
artrer,N,6,"['Ġart', 're', 'r']",2,0.5,591.53,1.0
artrimes,N,8,"['Ġart', 'rim', 'es']",2,0.62,686.21,1.0
artsock,N,7,"['Ġarts', 'ock']",1,0.71,664.38,0.92
artstrap,N,8,"['Ġart', 'st', 'rap']",2,0.62,748.16,0.97
artstrew,N,8,"['Ġart', 'st', 'rew']",2,0.62,612.14,0.92
arttides,N,8,"['Ġart', 't', 'ides']",2,0.62,636.95,0.95
arttip,N,6,"['Ġart', 't', 'ip']",2,0.5,579.0,1.0
arttort,N,7,"['Ġart', 't', 'ort']",2,0.57,583.42,1.0
arttorts,N,8,"['Ġart', 't', 'orts']",2,0.62,626.33,1.0
arude,N,5,"['Ġar', 'ude']",1,0.6,642.21,0.95
arvan,N,5,"['Ġar', 'van']",1,0.6,596.97,0.97
arvas,N,5,"['Ġar', 'vas']",1,0.6,572.72,0.97
arves,N,5,"['Ġar', 'ves']",1,0.6,617.17,0.96
asade,N,5,"['Ġas', 'ade']",1,0.6,638.41,0.92
asades,N,6,"['Ġas', 'ades']",1,0.67,658.78,0.92
asaids,N,6,"['Ġas', 'a', 'ids']",2,0.5,597.22,1.0
asan,N,4,"['Ġas', 'an']",1,0.5,641.35,1.0
asass,N,5,"['Ġas', 'ass']",1,0.6,629.82,0.98
asaws,N,5,"['Ġas', 'aw', 's']",2,0.4,576.21,1.0
ascact,N,6,"['Ġasc', 'act']",1,0.67,664.61,1.0
ascad,N,5,"['Ġasc', 'ad']",1,0.6,600.05,1.0
ascaft,N,6,"['Ġas', 'ca', 'ft']",2,0.5,641.14,0.97
ascans,N,6,"['Ġasc', 'ans']",1,0.67,648.37,1.0
ascer,N,5,"['Ġas', 'cer']",1,0.6,665.81,0.95
aschess,N,7,"['Ġas', 'ches', 's']",2,0.57,573.95,0.98
ascole,N,6,"['Ġasc', 'ole']",1,0.67,574.88,1.0
ascrise,N,7,"['Ġasc', 'rise']",1,0.71,668.84,0.97
ascude,N,6,"['Ġasc', 'ude']",1,0.67,579.37,0.92
ascudes,N,7,"['Ġasc', 'ud', 'es']",2,0.57,687.37,0.95
ascures,N,7,"['Ġasc', 'ures']",1,0.71,710.37,0.82
asdice,N,6,"['Ġas', 'd', 'ice']",2,0.5,607.76,1.0
asdise,N,6,"['Ġas', 'd', 'ise']",2,0.5,630.75,1.0
asdised,N,7,"['Ġas', 'd', 'ised']",2,0.57,624.42,1.0
ased,N,4,"['Ġas', 'ed']",1,0.5,678.0,1.0
asedess,N,7,"['Ġas', 'ed', 'ess']",2,0.57,616.3,1.0
asee,N,4,"['Ġa', 'see']",1,0.5,547.18,1.0
aseem,N,5,"['Ġa', 'se', 'em']",2,0.4,649.97,0.95
aseft,N,5,"['Ġa', 'se', 'ft']",2,0.4,544.16,1.0
asers,N,5,"['Ġas', 'ers']",1,0.6,636.44,1.0
asgent,N,6,"['Ġas', 'gent']",1,0.67,640.18,1.0
asgert,N,6,"['Ġas', 'g', 'ert']",2,0.5,557.39,1.0
ashait,N,6,"['Ġas', 'ha', 'it']",2,0.5,553.08,1.0
ashdess,N,7,"['Ġash', 'dess']",1,0.71,627.53,1.0
ashits,N,6,"['Ġash', 'its']",1,0.67,622.39,1.0
ashoved,N,7,"['Ġash', 'oved']",1,0.71,623.05,0.98
ashpen,N,6,"['Ġash', 'pen']",1,0.67,740.36,0.87
ashstall,N,8,"['Ġash', 'st', 'all']",2,0.62,633.31,0.98
ashtan,N,6,"['Ġas', 'ht', 'an']",2,0.5,659.16,1.0
asias,N,5,"['Ġas', 'ias']",1,0.6,727.9,0.61
asit,N,4,"['Ġas', 'it']",1,0.5,583.56,0.95
asjered,N,7,"['Ġas', 'j', 'ered']",2,0.57,557.89,1.0
aslacts,N,7,"['Ġas', 'l', 'act', 's']",3,0.43,590.97,1.0
aslaw,N,5,"['Ġas', 'law']",1,0.6,600.33,0.97
aslyred,N,7,"['Ġas', 'ly', 'red']",2,0.57,555.21,1.0
asmots,N,6,"['Ġas', 'm', 'ots']",2,0.5,597.82,1.0
asmured,N,7,"['Ġas', 'm', 'ured']",2,0.57,702.08,0.97
asmust,N,6,"['Ġas', 'm', 'ust']",2,0.5,588.15,0.98
asocks,N,6,"['Ġas', 'ocks']",1,0.67,568.22,1.0
asoft,N,5,"['Ġas', 'o', 'ft']",2,0.4,581.25,1.0
asoi,N,4,"['Ġas', 'o', 'i']",2,0.25,587.77,1.0
asoln,N,5,"['Ġas', 'oln']",1,0.6,525.32,1.0
asols,N,5,"['Ġas', 'ols']",1,0.6,612.39,0.97
asop,N,4,"['Ġas', 'op']",1,0.5,581.58,0.89
asorts,N,6,"['Ġas', 'orts']",1,0.67,757.56,0.75
asosks,N,6,"['Ġas', 'os', 'ks']",2,0.5,545.51,1.0
asoused,N,7,"['Ġas', 'ous', 'ed']",2,0.57,766.69,0.95
asown,N,5,"['Ġas', 'own']",1,0.6,643.34,0.98
asoys,N,5,"['Ġas', 'oys']",1,0.6,604.74,1.0
aspades,N,7,"['Ġas', 'p', 'ades']",2,0.57,704.15,0.92
aspes,N,5,"['Ġas', 'pes']",1,0.6,570.03,0.87
aspote,N,6,"['Ġas', 'p', 'ote']",2,0.5,604.22,0.97
asque,N,5,"['Ġas', 'que']",1,0.6,585.92,1.0
asques,N,6,"['Ġas', 'ques']",1,0.67,600.37,0.97
asrit,N,5,"['Ġas', 'rit']",1,0.6,554.68,1.0
assaced,N,7,"['Ġass', 'aced']",1,0.71,664.82,1.0
assalled,N,8,"['Ġass', 'alled']",1,0.75,816.03,0.92
assards,N,7,"['Ġass', 'ards']",1,0.71,621.47,0.98
assasks,N,7,"['Ġass', 'asks']",1,0.71,600.9,0.98
assbile,N,7,"['Ġass', 'b', 'ile']",2,0.57,552.11,0.95
asseased,N,8,"['Ġas', 'se', 'ased']",2,0.62,754.31,0.95
asseaved,N,8,"['Ġas', 'se', 'av', 'ed']",3,0.5,669.03,0.97
asseipt,N,7,"['Ġas', 'se', 'i', 'pt']",3,0.43,578.6,1.0
assians,N,7,"['Ġass', 'ians']",1,0.71,902.05,0.66
asside,N,6,"['Ġass', 'ide']",1,0.67,864.53,0.48
assill,N,6,"['Ġass', 'ill']",1,0.67,591.78,0.97
assills,N,7,"['Ġass', 'ills']",1,0.71,656.17,0.92
assinged,N,8,"['Ġass', 'ing', 'ed']",2,0.62,709.17,0.53
assit,N,5,"['Ġass', 'it']",1,0.6,678.72,0.85
assobs,N,6,"['Ġas', 'so', 'bs']",2,0.5,607.76,1.0
assoits,N,7,"['Ġas', 'so', 'its']",2,0.57,582.97,0.97
assones,N,7,"['Ġass', 'ones']",1,0.71,614.24,1.0
assooths,N,8,"['Ġas', 'so', 'oth', 's']",3,0.5,568.05,0.98
assosed,N,7,"['Ġass', 'osed']",1,0.71,637.16,1.0
assote,N,6,"['Ġass', 'ote']",1,0.67,629.51,0.95
assoused,N,8,"['Ġass', 'ous', 'ed']",2,0.62,774.62,0.92
assown,N,6,"['Ġass', 'own']",1,0.67,642.95,0.98
assuced,N,7,"['Ġass', 'u', 'ced']",2,0.57,616.69,0.92
assued,N,6,"['Ġass', 'ued']",1,0.67,850.0,0.72
assuice,N,7,"['Ġass', 'u', 'ice']",2,0.57,581.27,1.0
asteive,N,7,"['Ġast', 'e', 'ive']",2,0.57,575.74,1.0
asteived,N,8,"['Ġast', 'e', 'ived']",2,0.62,626.08,1.0
asthessed,N,9,"['Ġast', 'hes', 's', 'ed']",3,0.56,668.05,1.0
astide,N,6,"['Ġast', 'ide']",1,0.67,633.43,0.92
astled,N,6,"['Ġast', 'led']",1,0.67,610.33,1.0
astlide,N,7,"['Ġast', 'l', 'ide']",2,0.57,591.35,1.0
astling,N,7,"['Ġast', 'ling']",1,0.71,582.19,0.98
asto,N,4,"['Ġast', 'o']",1,0.5,643.37,0.97
astood,N,6,"['Ġast', 'ood']",1,0.67,573.17,0.9
astraud,N,7,"['Ġast', 'ra', 'ud']",2,0.57,666.95,0.92
astripe,N,7,"['Ġast', 'ri', 'pe']",2,0.57,665.06,0.92
astrisks,N,8,"['Ġast', 'ris', 'ks']",2,0.62,717.77,0.38
astrives,N,8,"['Ġast', 'ri', 'ves']",2,0.62,708.16,0.87
astrow,N,6,"['Ġast', 'row']",1,0.67,644.97,0.92
astry,N,5,"['Ġast', 'ry']",1,0.6,774.45,0.82
asts,N,4,"['Ġast', 's']",1,0.5,596.95,0.97
astures,N,7,"['Ġast', 'ures']",1,0.71,713.3,0.78
asty,N,4,"['Ġast', 'y']",1,0.5,539.38,1.0
asur,N,4,"['Ġas', 'ur']",1,0.5,591.61,0.97
asurs,N,5,"['Ġas', 'urs']",1,0.6,603.2,1.0
atake,N,5,"['Ġat', 'ake']",1,0.6,613.79,0.88
atang,N,5,"['Ġat', 'ang']",1,0.6,548.61,1.0
atch,N,4,"['Ġat', 'ch']",1,0.5,614.13,0.98
athed,N,5,"['Ġat', 'hed']",1,0.6,566.42,1.0
athews,N,6,"['Ġat', 'hew', 's']",2,0.5,644.41,1.0
athinned,N,8,"['Ġath', 'in', 'ned']",2,0.62,585.97,1.0
athrall,N,7,"['Ġath', 'r', 'all']",2,0.57,647.83,1.0
aths,N,4,"['Ġath', 's']",1,0.5,564.52,0.99
athur,N,5,"['Ġath', 'ur']",1,0.6,800.03,0.89
athus,N,5,"['Ġath', 'us']",1,0.6,660.3,0.97
atights,N,7,"['Ġat', 'ights']",1,0.71,677.14,0.97
atill,N,5,"['Ġat', 'ill']",1,0.6,676.58,1.0
atiln,N,5,"['Ġat', 'il', 'n']",2,0.4,539.1,1.0
atinged,N,7,"['Ġat', 'ing', 'ed']",2,0.57,588.0,0.97
atiors,N,6,"['Ġat', 'i', 'ors']",2,0.5,563.86,1.0
atirt,N,5,"['Ġat', 'irt']",1,0.6,544.23,0.98
atirts,N,6,"['Ġat', 'ir', 'ts']",2,0.5,617.24,1.0
atived,N,6,"['Ġat', 'ived']",1,0.67,657.46,1.0
atplains,N,8,"['Ġat', 'pl', 'ains']",2,0.62,572.41,1.0
atplant,N,7,"['Ġat', 'plant']",1,0.71,593.91,1.0
atread,N,6,"['Ġat', 'read']",1,0.67,617.41,0.97
atrie,N,5,"['Ġat', 'rie']",1,0.6,620.53,1.0
atrorb,N,6,"['Ġat', 'ror', 'b']",2,0.5,573.22,1.0
atrourts,N,8,"['Ġat', 'rou', 'r', 'ts']",3,0.5,615.62,0.97
attag,N,5,"['Ġatt', 'ag']",1,0.6,549.62,1.0
attail,N,6,"['Ġatt', 'ail']",1,0.67,667.7,0.82
attines,N,7,"['Ġatt', 'ines']",1,0.71,623.53,0.95
attiph,N,6,"['Ġatt', 'iph']",1,0.67,575.95,1.0
attle,N,5,"['Ġatt', 'le']",1,0.6,578.17,1.0
attles,N,6,"['Ġatt', 'les']",1,0.67,672.15,1.0
attoined,N,8,"['Ġatt', 'o', 'ined']",2,0.62,759.74,0.88
attorbs,N,7,"['Ġatt', 'or', 'bs']",2,0.57,636.49,1.0
attorm,N,6,"['Ġatt', 'orm']",1,0.67,656.16,0.97
attormed,N,8,"['Ġatt', 'orm', 'ed']",2,0.62,671.79,0.95
attorsed,N,8,"['Ġatt', 'ors', 'ed']",2,0.62,599.2,1.0
